condition,row_index,predicted_class,node_id,depth,is_leaf,feature,feature_group,transformed_value,operator,threshold
C_DECISION_TREE,105,1,9,6,False,actually,textual,0.03292955458164215,<=,0.06933196261525154
C_DECISION_TREE,105,1,10,7,True,,,,leaf,
C_DECISION_TREE,107,3,0,0,False,symptoms,textual,0.10920336842536926,>,0.0940028764307499
C_DECISION_TREE,107,3,42,1,False,symptoms,textual,0.10920336842536926,<=,0.16354601830244064
C_DECISION_TREE,107,3,43,2,False,person,textual,0.0,<=,0.032223984599113464
C_DECISION_TREE,107,3,44,3,False,things,textual,0.0,<=,0.0945032387971878
C_DECISION_TREE,107,3,45,4,False,video,textual,0.0,<=,0.04531284049153328
C_DECISION_TREE,107,3,46,5,False,certainty_score,handcrafted_linguistic,0.7518796920776367,<=,1.2307808995246887
C_DECISION_TREE,107,3,47,6,False,let,textual,0.12670470774173737,>,0.027356714010238647
C_DECISION_TREE,107,3,49,7,True,,,,leaf,
C_DECISION_TREE,108,1,0,0,False,symptoms,textual,0.06352359056472778,<=,0.0940028764307499
C_DECISION_TREE,108,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,108,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,108,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,108,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,108,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,108,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,108,1,7,7,True,,,,leaf,
C_DECISION_TREE,111,2,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,111,2,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,111,2,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,111,2,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,111,2,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,111,2,5,5,False,adults,textual,0.05641920492053032,>,0.034870099276304245
C_DECISION_TREE,111,2,9,6,False,actually,textual,0.07370727509260178,>,0.06933196261525154
C_DECISION_TREE,111,2,11,7,True,,,,leaf,
C_DECISION_TREE,113,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,113,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,113,3,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,113,3,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,113,3,4,4,False,dopamine,textual,0.30972278118133545,>,0.07126924395561218
C_DECISION_TREE,113,3,12,5,False,ve,textual,0.07571666687726974,<=,0.0884406752884388
C_DECISION_TREE,113,3,13,6,False,feel,textual,0.0,<=,0.08371401578187943
C_DECISION_TREE,113,3,14,7,True,,,,leaf,
C_DECISION_TREE,119,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,119,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,119,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,119,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,119,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,119,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,119,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,119,1,7,7,True,,,,leaf,
C_DECISION_TREE,122,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,122,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,122,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,122,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,122,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,122,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,122,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,122,1,7,7,True,,,,leaf,
C_DECISION_TREE,124,2,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,124,2,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,124,2,2,2,False,way,textual,0.15274322032928467,>,0.07509763911366463
C_DECISION_TREE,124,2,20,3,False,duration_sec_within_platform_percentile,engagement_or_format,0.780927836894989,>,0.3380323797464371
C_DECISION_TREE,124,2,26,4,False,comments_within_platform_percentile,engagement_or_format,0.7628865838050842,>,0.38530927896499634
C_DECISION_TREE,124,2,28,5,False,sense,textual,0.0,<=,0.04173421859741211
C_DECISION_TREE,124,2,29,6,False,just,textual,0.10541266202926636,<=,0.11952247843146324
C_DECISION_TREE,124,2,30,7,True,,,,leaf,
C_DECISION_TREE,135,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,135,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,135,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,135,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,135,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,135,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,135,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,135,1,7,7,True,,,,leaf,
C_DECISION_TREE,140,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,140,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,140,3,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,140,3,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,140,3,4,4,False,dopamine,textual,0.144639253616333,>,0.07126924395561218
C_DECISION_TREE,140,3,12,5,False,ve,textual,0.0,<=,0.0884406752884388
C_DECISION_TREE,140,3,13,6,False,feel,textual,0.0,<=,0.08371401578187943
C_DECISION_TREE,140,3,14,7,True,,,,leaf,
C_DECISION_TREE,144,1,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,144,1,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,144,1,2,2,False,way,textual,0.0,<=,0.07509763911366463
C_DECISION_TREE,144,1,3,3,False,away,textual,0.0,<=,0.05768333934247494
C_DECISION_TREE,144,1,4,4,False,dopamine,textual,0.0,<=,0.07126924395561218
C_DECISION_TREE,144,1,5,5,False,adults,textual,0.0,<=,0.034870099276304245
C_DECISION_TREE,144,1,6,6,False,thing,textual,0.0,<=,0.0608743317425251
C_DECISION_TREE,144,1,7,7,True,,,,leaf,
C_DECISION_TREE,145,2,0,0,False,symptoms,textual,0.15188604593276978,>,0.0940028764307499
C_DECISION_TREE,145,2,42,1,False,symptoms,textual,0.15188604593276978,<=,0.16354601830244064
C_DECISION_TREE,145,2,43,2,False,person,textual,0.0,<=,0.032223984599113464
C_DECISION_TREE,145,2,44,3,False,things,textual,0.0,<=,0.0945032387971878
C_DECISION_TREE,145,2,45,4,False,video,textual,0.0,<=,0.04531284049153328
C_DECISION_TREE,145,2,46,5,False,certainty_score,handcrafted_linguistic,0.0,<=,1.2307808995246887
C_DECISION_TREE,145,2,47,6,False,let,textual,0.0,<=,0.027356714010238647
C_DECISION_TREE,145,2,48,7,True,,,,leaf,
C_DECISION_TREE,147,3,0,0,False,symptoms,textual,0.0,<=,0.0940028764307499
C_DECISION_TREE,147,3,1,1,False,talking,textual,0.0,<=,0.022087890654802322
C_DECISION_TREE,147,3,2,2,False,way,textual,0.0980820506811142,>,0.07509763911366463
C_DECISION_TREE,147,3,20,3,False,duration_sec_within_platform_percentile,engagement_or_format,0.7036082744598389,>,0.3380323797464371
C_DECISION_TREE,147,3,26,4,False,comments_within_platform_percentile,engagement_or_format,0.7474226951599121,>,0.38530927896499634
C_DECISION_TREE,147,3,28,5,False,sense,textual,0.0,<=,0.04173421859741211
C_DECISION_TREE,147,3,29,6,False,just,textual,0.20306804776191711,>,0.11952247843146324
C_DECISION_TREE,147,3,31,7,True,,,,leaf,
