condition_a,condition_b,metric,observed_a_minus_b,bootstrap_mean_a_minus_b,ci_low,ci_high,confidence_level,valid_resamples,resampling_unit,bootstrap_resamples_requested,bootstrap_seed,higher_is_better
D_FROZEN_MINILM,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.5156039960894537,0.5120582752484912,0.26029721656271354,0.7617060065809407,0.95,10000,content_group,10000,42,True
E_FINETUNED_BERT,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.6227259170891739,0.6198217787115825,0.4907150149497561,0.7342115122971945,0.95,10000,content_group,10000,42,True
E_FINETUNED_BERT,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.7311442844361127,0.7267462946173037,0.5173717632130348,0.9400338689381045,0.95,10000,content_group,10000,42,True
BASELINE_MOST_FREQUENT,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.10841836734693877,0.106924515905721,-0.07621899119459312,0.2860726077125809,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,A_RIDGE,accuracy,-0.01010101010101011,-0.009574822352982576,-0.06185567010309273,0.04040404040404044,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,A_COMPLEMENT_NB,accuracy,0.03030303030303033,0.030194267606453423,-0.030303030303030276,0.09090909090909094,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,A_DECISION_TREE,accuracy,0.1515151515151515,0.15137410133720364,0.029702970297029674,0.27272727272727276,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,B_LOGISTIC_REGRESSION,accuracy,-0.01010101010101011,-0.00962014230798054,-0.08163265306122441,0.06060606060606061,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,B_RIDGE,accuracy,-0.02020202020202022,-0.019925242460941916,-0.09278350515463912,0.05102040816326536,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,B_COMPLEMENT_NB,accuracy,0.03030303030303033,0.03022648073272542,-0.030927835051546393,0.0980392156862745,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,B_DECISION_TREE,accuracy,0.1717171717171717,0.17168880332082412,0.05102040816326531,0.29000000000000004,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,C_LOGISTIC_REGRESSION,accuracy,0.02020202020202022,0.020821206712160742,-0.06122448979591838,0.1089108910891089,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,C_RIDGE,accuracy,0.06060606060606061,0.061320853370075236,-0.02040816326530609,0.1428571428571429,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,C_COMPLEMENT_NB,accuracy,0.02020202020202022,0.02009640191128603,-0.040816326530612235,0.08163265306122452,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,C_DECISION_TREE,accuracy,0.1616161616161616,0.16129036414228584,0.02941176470588236,0.29702970297029696,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,D_FROZEN_MINILM,accuracy,0.01010101010101011,0.00941928055420228,-0.10999999999999999,0.12244897959183676,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,E_FINETUNED_BERT,accuracy,-0.01010101010101011,-0.010698386748469364,-0.1224489795918367,0.10000000000000003,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,BASELINE_MOST_FREQUENT,accuracy,0.14141414141414144,0.14192989326936986,0.030303030303030276,0.2551020408163265,0.95,10000,content_group,10000,42,True
A_LOGISTIC_REGRESSION,BASELINE_STRATIFIED_RANDOM,accuracy,0.25252525252525254,0.25265309074886005,0.13131313131313133,0.3737373737373737,0.95,10000,content_group,10000,42,True
A_RIDGE,A_COMPLEMENT_NB,accuracy,0.04040404040404044,0.039769089959435996,-0.03030303030303033,0.11224489795918369,0.95,10000,content_group,10000,42,True
A_RIDGE,A_DECISION_TREE,accuracy,0.1616161616161616,0.1609489236901862,0.03999009900990106,0.2828282828282828,0.95,10000,content_group,10000,42,True
A_RIDGE,B_LOGISTIC_REGRESSION,accuracy,0.0,-4.531995499796402e-05,-0.06122448979591838,0.06122448979591838,0.95,10000,content_group,10000,42,True
A_RIDGE,B_RIDGE,accuracy,-0.01010101010101011,-0.010350420107959337,-0.08910891089108908,0.06862745098039214,0.95,10000,content_group,10000,42,True
A_RIDGE,B_COMPLEMENT_NB,accuracy,0.04040404040404044,0.03980130308570799,-0.03030303030303033,0.11340206185567003,0.95,10000,content_group,10000,42,True
A_RIDGE,B_DECISION_TREE,accuracy,0.18181818181818182,0.1812636256738067,0.0594059405940594,0.30612244897959184,0.95,10000,content_group,10000,42,True
A_RIDGE,C_LOGISTIC_REGRESSION,accuracy,0.03030303030303033,0.03039602906514332,-0.04901960784313725,0.1111111111111111,0.95,10000,content_group,10000,42,True
A_RIDGE,C_RIDGE,accuracy,0.07070707070707072,0.07089567572305783,0.0,0.15000000000000002,0.95,10000,content_group,10000,42,True
A_RIDGE,C_COMPLEMENT_NB,accuracy,0.03030303030303033,0.029671224264268607,-0.040000000000000036,0.10204081632653061,0.95,10000,content_group,10000,42,True
A_RIDGE,C_DECISION_TREE,accuracy,0.1717171717171717,0.17086518649526844,0.030303030303030276,0.3092783505154639,0.95,10000,content_group,10000,42,True
