condition_a,condition_b,metric,observed_a_minus_b,bootstrap_mean_a_minus_b,ci_low,ci_high,confidence_level,valid_resamples,higher_is_better
C_LOGISTIC_REGRESSION,C_COMPLEMENT_NB,quadratic_weighted_kappa,-0.03548295417180625,-0.03360693911949531,-0.2864664141912093,0.20876707113308712,0.95,10000,True
C_LOGISTIC_REGRESSION,C_DECISION_TREE,quadratic_weighted_kappa,0.1902814245736345,0.19379984928536093,-0.10218729235730455,0.4820857515265301,0.95,10000,True
C_LOGISTIC_REGRESSION,D_FROZEN_MINILM,quadratic_weighted_kappa,0.09829370055786668,0.09614228991478607,-0.1959146233264117,0.4063350237439289,0.95,10000,True
C_LOGISTIC_REGRESSION,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.007701299884127932,-0.006432958524014533,-0.35518230127309597,0.35336219894733717,0.95,10000,True
C_LOGISTIC_REGRESSION,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.295173002990175,0.29742655883133445,0.05183312262958284,0.5410951188986233,0.95,10000,True
C_LOGISTIC_REGRESSION,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.3085453389701166,0.31203207593683036,-0.03188295981846838,0.6562031238889005,0.95,10000,True
C_RIDGE,C_COMPLEMENT_NB,quadratic_weighted_kappa,-0.09652028976592009,-0.09431180735400407,-0.3526581756914107,0.14982460516931537,0.95,10000,True
C_RIDGE,C_DECISION_TREE,quadratic_weighted_kappa,0.12924408897952067,0.13309498105085218,-0.16494016268868267,0.42266561032127475,0.95,10000,True
C_RIDGE,D_FROZEN_MINILM,quadratic_weighted_kappa,0.03725636496375284,0.035437421680277324,-0.2751187894751994,0.3560390636284746,0.95,10000,True
C_RIDGE,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.06873863547824177,-0.0671378267585233,-0.4130260925818207,0.29311513758654223,0.95,10000,True
C_RIDGE,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.23413566739606118,0.23672169059682568,-0.008311518233381157,0.4827622596468755,0.95,10000,True
C_RIDGE,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.24750800337600276,0.2513272077023216,-0.07947248998898529,0.585934458681391,0.95,10000,True
C_COMPLEMENT_NB,C_DECISION_TREE,quadratic_weighted_kappa,0.22576437874544075,0.22740678840485626,-0.0524508858519936,0.49505708601857756,0.95,10000,True
C_COMPLEMENT_NB,D_FROZEN_MINILM,quadratic_weighted_kappa,0.13377665472967293,0.1297492290342814,-0.1153981810488158,0.38474186514654934,0.95,10000,True
C_COMPLEMENT_NB,E_FINETUNED_BERT,quadratic_weighted_kappa,0.027781654287678315,0.027173980595480783,-0.26577119930429166,0.30997037310486497,0.95,10000,True
C_COMPLEMENT_NB,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.33065595716198126,0.3310334979508297,0.0941101216606046,0.5428820200261211,0.95,10000,True
C_COMPLEMENT_NB,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.34402829314192285,0.34563901505632566,0.006083926487256899,0.674251158678755,0.95,10000,True
C_DECISION_TREE,D_FROZEN_MINILM,quadratic_weighted_kappa,-0.09198772401576782,-0.09765755937057485,-0.3956236633954294,0.20948815811791527,0.95,10000,True
C_DECISION_TREE,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.19798272445776244,-0.20023280780937547,-0.4801686316501185,0.0697989734439282,0.95,10000,True
C_DECISION_TREE,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.10489157841654051,0.1036267095459735,-0.07526881720430101,0.2743105950653121,0.95,10000,True
C_DECISION_TREE,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.1182639143964821,0.11823222665146943,-0.1698114093311684,0.41613995825836814,0.95,10000,True
D_FROZEN_MINILM,E_FINETUNED_BERT,quadratic_weighted_kappa,-0.10599500044199461,-0.10257524843880063,-0.3949983614747949,0.17059931594787128,0.95,10000,True
D_FROZEN_MINILM,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.19687930243230833,0.2012842689165483,-0.0799414749324071,0.46437468858993525,0.95,10000,True
D_FROZEN_MINILM,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.21025163841224992,0.21588978602204428,-0.1544086597336234,0.5936651868067507,0.95,10000,True
E_FINETUNED_BERT,BASELINE_MOST_FREQUENT,quadratic_weighted_kappa,0.30287430287430295,0.30385951735534894,0.08602150537634412,0.5132113579415661,0.95,10000,True
E_FINETUNED_BERT,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.31624663885424453,0.3184650344608449,-0.001934256614377994,0.6412087869349816,0.95,10000,True
BASELINE_MOST_FREQUENT,BASELINE_STRATIFIED_RANDOM,quadratic_weighted_kappa,0.013372335979941585,0.014605517105495937,-0.2298819888123876,0.2601452370781716,0.95,10000,True
