row_index,label,certainty_score,hedge_score,log1p_likes,log1p_comments,log1p_views,log1p_duration_sec
210,2,0.6369426751592356,1.910828025477707,2.0794415416798357,0.6931471805599453,5.1298987149230735,3.6635616461296463
211,3,1.5748031496062993,0.7874015748031497,2.0794415416798357,0.0,5.241747015059643,3.8066624897703196
212,1,2.197802197802198,2.197802197802198,7.573017256052546,4.30406509320417,11.298444286734671,3.58351893845611
213,3,0.4608294930875576,0.4608294930875576,3.7612001156935624,2.302585092994046,7.502186486602924,4.430816798843313
214,1,1.4285714285714286,0.0,3.7376696182833684,1.0986122886681098,6.698268054115413,3.295836866004329
216,1,1.2121212121212122,1.8181818181818181,3.332204510175204,0.0,8.88516409509682,4.248495242049359
217,4,2.793296089385475,2.793296089385475,1.6094379124341003,0.0,4.574710978503383,4.406719247264253
218,2,0.9259259259259259,10.185185185185185,3.6635616461296463,0.0,6.8690144506657065,3.828641396489095
220,3,0.967741935483871,1.935483870967742,8.121777419161074,4.189654742026425,11.037209551650998,4.532599493153256
221,3,0.0,0.9345794392523364,8.013012110368916,5.1298987149230735,11.973364751359844,3.8501476017100584
222,1,0.0,0.0,1.791759469228055,0.0,4.127134385045092,3.912023005428146
223,3,0.916030534351145,1.83206106870229,10.68679531280403,7.7702232041587855,12.988317566775264,5.099866427824199
225,3,1.1428571428571428,2.2857142857142856,3.1780538303479458,0.6931471805599453,6.253828811575473,4.127134385045092
226,3,0.9523809523809523,1.9047619047619047,5.808142489980444,2.6390573296152584,8.35936910622267,4.127134385045092
227,2,1.1741682974559686,2.544031311154599,1.3862943611198906,0.0,4.844187086458591,5.111987788356544
231,2,1.2244897959183674,4.081632653061225,0.0,0.0,8.38320455141292,5.123963979403259
232,1,0.45454545454545453,1.3636363636363635,0.0,0.0,7.101675971619444,4.110873864173311
234,3,0.8298755186721992,1.6597510373443984,0.0,0.0,4.48863636973214,4.31748811353631
235,3,3.5714285714285716,3.5714285714285716,2.3978952727983707,0.0,6.263398262591624,3.7376696182833684
237,1,0.0,2.2900763358778624,0.6931471805599453,0.0,5.5053315359323625,4.219507705176107
240,2,1.7064846416382253,3.0716723549488054,0.0,0.6931471805599453,6.202535517187923,4.02535169073515
242,1,0.0,7.216494845360825,2.1972245773362196,0.0,6.628041376179533,3.6375861597263857
243,1,1.2658227848101267,1.8987341772151898,0.0,0.0,5.5053315359323625,4.007333185232471
244,1,4.878048780487805,0.6097560975609756,4.955827057601261,1.9459101490553132,9.160834952072344,4.127134385045092
245,2,2.0618556701030926,0.0,8.469472455204826,4.406719247264253,12.232612331717158,4.30406509320417
246,3,1.075268817204301,1.075268817204301,7.829630389150193,4.499809670330265,11.131181766279958,3.4011973816621555
247,1,0.9615384615384616,1.9230769230769231,5.135798437050262,0.0,9.542087175590064,3.6375861597263857
248,3,3.4313725490196076,2.450980392156863,3.4011973816621555,0.0,6.601230118728877,4.07753744390572
249,1,0.0,4.026845637583893,3.871201010907891,0.0,7.501634457883413,3.970291913552122
